GNB,KNN,LGBM,MLP,RBFSVM,RF,XGB
0.724296,0.8932549999999999,0.9973799999999999,0.8323510000000001,0.712508,0.996726,0.9973799999999999
0.614583,0.8348209999999999,0.965774,0.9203870000000001,0.24464,0.9642860000000001,0.9575889999999999
0.1536,0.8500479999999999,0.962751,0.728749,0.330468,0.9684809999999999,0.947469
0.7129909999999999,0.9645020000000001,0.999245,0.9539270000000001,0.906344,0.999245,1.0
0.1207,0.854671,1.0,0.903114,0.3212,1.0,1.0
0.9597120000000001,0.892086,0.9294959999999999,0.991367,0.1416,0.995683,0.995683
0.1422,0.919192,0.9629629999999999,0.690236,0.1322,0.9595959999999999,0.9528620000000001
0.1021,0.149153,0.9898309999999999,0.277966,0.203,0.979661,0.9898309999999999
