GNB,KNN,LGBM,MLP,RBFSVM,RF,XGB
0.933333,0.9323309999999999,0.998034,0.6218199999999999,1.0,0.9986879999999999,1.0
0.482195,0.857143,0.942629,0.6238020000000001,1.0,0.93845,0.923905
0.17915899999999998,0.85249,0.958175,0.843094,0.9857549999999999,0.9503280000000001,0.934967
0.8451209999999999,0.966692,1.0,0.97529,1.0,0.999245,1.0
0.4,0.90146,1.0,0.674419,1.0,1.0,1.0
0.8989219999999999,0.803109,0.990798,0.6835319999999999,0.2313,0.989986,0.984353
0.23571399999999998,0.6825,0.979452,0.6591640000000001,0.1425,0.9760270000000001,0.9929819999999999
0.038462,0.9361700000000001,1.0,0.677686,0.1242,1.0,1.0
