,GNB,KNN,LGBM,MLP,RBFSVM,RF,XGB
0,0.724296,0.8932549999999999,0.9973799999999999,0.8323510000000001,0.712508,0.996726,0.9973799999999999
1,0.614583,0.8348209999999999,0.965774,0.9203870000000001,0.004464,0.9642860000000001,0.9575889999999999
2,0.093601,0.8500479999999999,0.962751,0.728749,0.330468,0.9684809999999999,0.947469
3,0.7129909999999999,0.9645020000000001,0.999245,0.9539270000000001,0.906344,0.999245,1.0
